Codice;Descrizione1;BarCode;IDFamiglia;Famiglia;IDGruppo;Gruppo;Esistenza;Scarto;EsistenzaNetta;Esercizio;Listino 1;Listino2;ListinoLM
000000000243769;WHISKY BOURBON MAKER'S MARK 45° CL.70;08524634297;9;WHISKY;032;DISTILLATI;8,000;0;8,000;2021;22,89500;25,19500;17,21100
000000000243797;VINO RIESLING CL.75 LA VIS ///;8006031071424;14;VINO BIANCO;009;VINI;1,000;2;-1,000;2021;5,61500;6,18500;4,21600
000000000243819;PROSECCO MILLESIMATO 11.5° CL.75  D.O.C.G. COL VETORAZ;8013982000038;00118;PROSECCO/SPUMANTE;033;BOLLICINE;8,000;2;6,000;2021;10,63500;11,70500;7,99000
000000000243839;PROSECCO GALIE' 11°  CL.75 ASTORIA ///;8003905042283;00118;PROSECCO/SPUMANTE;033;BOLLICINE;206,000;2;204,000;2021;5,39500;5,94500;4,05000
000000000243861;GIN GINPILZ CL.70 40° PILZER;8032685570556;11;GIN;032;DISTILLATI;5,000;0;5,000;2021;25,76500;28,33500;17,17000
000000000243863;RUM TROIS RIVIERES CUVEE DE L'OCEAN BLANC AGRICOLE 40° CL.70;3267130032432;8;RUM;032;DISTILLATI;6,000;2;4,000;2021;22,46500;24,70500;14,97000
000000000243875;PROSECCO COL DI MANZA DOCG 11.5°  CL.75 PERLAGE;8017955010000;00118;PROSECCO/SPUMANTE;033;BOLLICINE;1,000;2;-1,000;2021;8,98500;9,88500;6,75000
000000000243914;GIN BOTANIC PREMIUM W&H 40° CL.70 ///;8410028900435;11;GIN;032;DISTILLATI;4,000;0;4,000;2021;32,37500;35,61500;21,58000
000000000243984;BELLAVISTA ROSE' FRANCIACORTA BRUT S/ASTUCCIO 12.5° CL.75 ///;8032685710068;00119;FRANCIACORTA;033;BOLLICINE;11,000;0;11,000;2021;37,91500;41,71500;28,50000
000000000244007;VINO CHARDONNAY VILLA MARGON CL.75 TENUTE LUNELLI;8007355005003;14;VINO BIANCO;009;VINI;11,000;2;9,000;2021;9,88500;10,87500;7,43000
000000000244043;VINO SAUVIGNON DOC CL.75 PITARS ///;8032927221055;14;VINO BIANCO;009;VINI;118,000;2;116,000;2021;6,30500;6,94500;3,60000
000000000244044;VINO TRAMINER AROMATICO CL.75 PITARS ///;8032927221048;14;VINO BIANCO;009;VINI;2,000;2;0,000;2021;5,69500;6,26500;3,25000
000000000244055;CHAMPAGNE BILLECART-SALMON BRUT RESERVE CL.150 12° XXX;3113941357274;00116;CHAMPAGNE;033;BOLLICINE;4,000;0;4,000;2021;96,60500;106,27500;64,40000
000000000244088;FERRARI PERLE' NERO C/ASTUCCIO CL.75 2008 ///;8007355012841;00117;TRENTO DOC;033;BOLLICINE;0,000;0;0,000;2021;46,33500;50,97500;33,09000
000000000244205;LIQUORE ALLO ZENZERO SPIRITOSANO 30° CL.100;8024158071462;13;LIQUORI;010;AMARI E LIQUORI;1,000;2;-1,000;2021;15,38500;16,92500;10,25000
000000000244252;GIN BOTANIC KISS 37,5° CL.70 ///;8410028901586;11;GIN;032;DISTILLATI;6,000;0;6,000;2021;32,37500;35,61500;21,58000
000000000244285;VODKA STOLICHNAYA ORIGINAL 40° LT.1 ///;4750021000089;7;VODKA;032;DISTILLATI;9,000;2;7,000;2021;16,88500;18,57500;12,69000
000000000244363;BIRRA THOMAS HARDY'S ALE THE HISTORICAL 2018 13,7° CL. 25 ///;8032937662169;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;10,000;0;10,000;2021;8,09500;8,91500;5,39500
000000000244460;CHAMPAGNE GOSSET EXCELLENCE CL.75 XXX;3353210019810;00116;CHAMPAGNE;033;BOLLICINE;22,000;0;22,000;2021;28,25500;31,08500;23,25000
000000000244489;WHISKY MOONSHINE CL.70 51,5°  HARLEY DAVIDSON;856011004847;9;WHISKY;032;DISTILLATI;6,000;0;6,000;2021;47,45500;52,20500;31,63000
000000000244511;GIN BROCKMANS 40° CL.70 (FRANCOLI) ///;5010296169164;11;GIN;032;DISTILLATI;2,000;0;2,000;2021;35,25500;38,78500;23,50000
000000000244613;COGNAC GRAND CHAMPAGNE FRAPIN V.S.O.P 40° CL.70;3275852855703;00111;COGNAC;032;DISTILLATI;2,000;0;2,000;2021;58,50500;64,36500;39,00000
000000000244675;GRAPPA GIOVANE CL.70 BRAULIO ///;8001500007201;5;GRAPPA;032;DISTILLATI;2,000;2;0,000;2021;10,42500;11,47500;7,83700
000000000244701;RUM PLANTATION XO 20Y ANNIVERSARY ///;69552115120;8;RUM;032;DISTILLATI;2,000;0;2,000;2021;53,22500;58,54500;35,47600
000000000251950;VINO VALTELLINA SUPERIORE RISERVA 2016 CL.75 13,5° SASSELLA;8032754821565;15;VINO ROSSO;009;VINI;11,000;0;11,000;2021;15,56500;17,12500;11,70000
000000000251983;GIN ORIGINARIO AI CAPPERI DI SICILIA 40° LT.1;803141060915;11;GIN;032;DISTILLATI;6,000;0;6,000;2021;19,79500;21,78500;13,19000
000000000251992;VINO CHARDONNAY SONO 2020 CL.75 12° TRE MONTI;8003387010275;14;VINO BIANCO;009;VINI;11,000;2;9,000;2021;5,50500;6,06500;4,19500
000000000252023;VINO ROSSO CONERO DOC 2019 CL.75 14,5° SILVESTRONI;80011822008039;15;VINO ROSSO;009;VINI;52,000;2;50,000;2021;4,38500;4,82500;2,50000
000000000252038;VINO GAVI DEL COMUNE DI GAVI DOCG 2019 CL.75 12,5° ROCCHIN;8051414170065;14;VINO BIANCO;009;VINI;30,000;2;28,000;2021;9,84500;10,83500;5,62500
000000000252051;VINO PINOT BIANCO 2020 CL.75 EISACKTAL VALLE ISARCO KELLEREI;8013774070003;14;VINO BIANCO;009;VINI;11,000;2;9,000;2021;8,25500;9,08500;6,20000
10746;CHAMPAGNE VEUVE CLICQUOT S.P.B. CL.75 XXXX C/ASTUCCIO ///;3049614084010;00116;CHAMPAGNE;033;BOLLICINE;48,000;0;48,000;2021;37,00500;40,71500;32,00000
10753;RUM MATUSALEM 7Y;6609410005;8;RUM;032;DISTILLATI;11,000;2;9,000;2021;14,90500;16,40500;11,20000
10777;VINO VALPOLICELLA RIPASSO 2017 CL.75 14° CASTELLANI;8021364100016;15;VINO ROSSO;009;VINI;38,000;0;38,000;2021;10,29500;11,33500;7,74000
121;FERRARI GIULIO RISERVA DEL FONDATORE 2006-2008 CL.75XXXXX;FERRARI GIULIO;00117;TRENTO DOC;033;BOLLICINE;2,000;0;2,000;2021;112,00500;123,21500;66,69000
1287;COINTREAUX  CL.100 ///;3035542001908;13;LIQUORI;010;AMARI E LIQUORI;4,000;2;2,000;2021;21,15500;23,27500;15,90000
1290;BENEDICTINE LIQUEUR CL.70;3035551511009;13;LIQUORI;010;AMARI E LIQUORI;11,000;2;9,000;2021;18,75500;20,63500;14,10000
1312;COGNAC COURVASIER  V.S. CL. 70;3049197110076;00111;COGNAC;032;DISTILLATI;8,000;2;6,000;2021;23,41500;25,76500;17,60000
1358;COGNAC MARTELL VS CC.70 ///;3219820000085;00111;COGNAC;032;DISTILLATI;8,000;2;6,000;2021;21,70500;23,88500;17,36000
1594;WHISKY JOHNNIE WALKER BLACK LABEL CL 70;5000267024233;9;WHISKY;032;DISTILLATI;12,000;2;10,000;2021;22,57500;24,83500;16,97000
1601;WHISKY LAGAVULIN CL.70 16Y ///;5000281005409;9;WHISKY;032;DISTILLATI;4,000;2;2,000;2021;50,11500;55,13500;40,09000
1603;WHISKY SCOTCH DALWHINNIE CL.70 15 YEARS;5000281005423;9;WHISKY;032;DISTILLATI;3,000;2;1,000;2021;39,79500;43,78500;29,92000
1611;GIN GORDON'S LT.1 ///;5000289925433;11;GIN;032;DISTILLATI;58,000;2;56,000;2021;13,23500;14,56500;9,95000
1618;GIN BEEFEATER CL.100 ///;5000329002278;11;GIN;032;DISTILLATI;103,000;2;101,000;2021;15,04500;16,55500;11,31000
1618;GIN BEEFEATER CL.100 ///;5000329002308;11;GIN;032;DISTILLATI;103,000;2;101,000;2021;15,04500;16,55500;11,31000
1634;WHISKY LAPHROAIG  10 Y CL.70 ///;5010019640260;9;WHISKY;032;DISTILLATI;17,000;2;15,000;2021;30,71500;33,79500;24,57000
1682;WHISKY GLENMORANGIE 10 Y.O. CL. 70;5010494560282;9;WHISKY;032;DISTILLATI;5,000;2;3,000;2021;32,19500;35,42500;24,20000
1701;RUM BACARDI 8 ANOS CL. 70;5010677104005;8;RUM;032;DISTILLATI;7,000;2;5,000;2021;23,77500;26,15500;17,87100
1716;WHISKY BUSHMILLS ORIGINAL CL.70///;5010103917087;9;WHISKY;032;DISTILLATI;15,000;2;13,000;2021;13,57500;14,93500;10,20000
1716;WHISKY BUSHMILLS ORIGINAL CL.70///;5011007006075;9;WHISKY;032;DISTILLATI;15,000;2;13,000;2021;13,57500;14,93500;10,20000
1718;WHISKY BUSHMILLS BLACK CL. 70 ///;5010103917292;9;WHISKY;032;DISTILLATI;13,000;2;11,000;2021;21,12500;23,24500;15,88000
1718;WHISKY BUSHMILLS BLACK CL. 70 ///;5011007007973;9;WHISKY;032;DISTILLATI;13,000;2;11,000;2021;21,12500;23,24500;15,88000
1718;WHISKY BUSHMILLS BLACK CL. 70 ///;5055966810069;9;WHISKY;032;DISTILLATI;13,000;2;11,000;2021;21,12500;23,24500;15,88000
1730;WHISKY TULLAMORE     CL. 70;5011026108033;9;WHISKY;032;DISTILLATI;12,000;2;10,000;2021;17,25500;18,98500;11,50000
000000000244713;BAS ARMAGNAC GRAND CHAMPAGNE FONTVIEILLE 43° CL.70;3760009600577;00110;ARMAGNAC/BAS ARMAGNAC;032;DISTILLATI;1,000;0;1,000;2021;144,00500;158,40500;96,00000
000000000244723;VINO LAGREIN 2018 CL.75 LA VIS ///;8006031092351;15;VINO ROSSO;009;VINI;12,000;2;10,000;2021;5,61500;6,18500;4,21600
000000000244728;RUM ZACAPA ROYAL  CL.70 ///;7401005009754;8;RUM;032;DISTILLATI;2,000;0;2,000;2021;276,63500;304,30500;184,42000
000000000244969;VINO PINOT GRIGIO 2020 DOC CL.75 PETER ZEMMER ///;8032601210030;14;VINO BIANCO;009;VINI;30,000;2;28,000;2021;7,65500;8,42500;5,10000
000000000244973;VINO MULLER THURGAU 2020 DOC CL.75 PETER ZEMMER ///;8032601210078;14;VINO BIANCO;009;VINI;98,000;2;96,000;2021;7,65500;8,42500;5,10000
000000000244977;AMARO CYNAR 70 PROOF 35° CL.100 ///;8002250800449;10;AMARO;010;AMARI E LIQUORI;12,000;2;10,000;2021;18,27500;20,10500;13,73700
000000000244999;VINO BIANCO CL.25 11° LA CACCIATORA;8004300269527;14;VINO BIANCO;009;VINI;25,000;0;25,000;2021;0,73500;0,81500;0,54900
000000000245005;BIRRA FLEA VIOLANTE CL.33 ///;8056732800366;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;221,000;2;219,000;2021;2,56500;2,82500;1,46000
000000000245224;VINO SAUVIGNON DOC CL.75 ABBAZIA DI NOVACELLA;8025300007001;14;VINO BIANCO;009;VINI;13,000;2;11,000;2021;11,04500;12,15500;8,30000
000000000245230;VINO RIESLING DOC CL.75 ABBAZIA DI NOVACELLA;8025300009005;14;VINO BIANCO;009;VINI;16,000;2;14,000;2021;11,57500;12,73500;8,70000
000000000245272;CREOLA BIANCA BELLINI  LT.2;8007525124305;13;LIQUORI;010;AMARI E LIQUORI;0,000;2;-2,000;2021;13,62500;14,99500;10,23800
000000000245388;LA VALDOTAINE GIN ACQUEVERDI 43° LT.1 (FRANCOLI);8015343204857;11;GIN;032;DISTILLATI;5,000;0;5,000;2021;34,25500;37,68500;22,83000
000000000245392;GRAPPA MOSCATO AMBRATA 41,5° CL.70 FRANCOLI;XXXXXX;5;GRAPPA;032;DISTILLATI;16,000;2;14,000;2021;22,29500;24,53500;14,86200
000000000245394;GRAPPA BARRIQUE DEL LIMOUSIN 42,5° LT.2 FRANCOLI ///;XXXXXX;5;GRAPPA;032;DISTILLATI;3,000;0;3,000;2021;81,03500;89,14500;54,01700
000000000245480;VODKA NEFT NERO 40° 0,7 LT;5453003310327;7;VODKA;032;DISTILLATI;5,000;0;5,000;2021;33,81500;37,20500;22,54200
000000000245484;VODKA ABSOLUT PERA LT. 0,70 ///;;7;VODKA;032;DISTILLATI;4,000;2;2,000;2021;9,76500;12,12500;7,34000
000000000245513;VINO BIANCO CL.75 CANTINE RONCO;8011510005623;14;VINO BIANCO;009;VINI;173,000;2;171,000;2021;1,34500;1,48500;1,00600
000000000245565;CHAMPAGNE BILLECART-SALMON ROSE' CL.75 12° C/ASTUCCIO XXX;XXXXXX;00116;CHAMPAGNE;033;BOLLICINE;4,000;0;4,000;2021;52,80500;58,09500;47,80000
000000000245577;CHAMPAGNE MUMM BRUT MILLESIME' 2004 CL.75 C/ASTUCCIO XXX;3043700123911;00116;CHAMPAGNE;033;BOLLICINE;1,000;0;1,000;2021;38,63500;42,50500;33,63000
000000000245631;VINO GRILLO SUR SUR DOC 2020 CL.75 12.5°  DONNA FUGATA;8000852002209;14;VINO BIANCO;009;VINI;22,000;2;20,000;2021;8,65500;9,52500;6,50600
000000000245632;VINO CHARDONNAY LA FUGA DOC 2018 CL.75 13°  DONNA FUGATA ///;8000852005361;14;VINO BIANCO;009;VINI;0,000;2;-2,000;2021;9,08500;9,99500;6,82500
000000000245765;GIN ALKEMIST 40° CL.70 ///;8437013863018;11;GIN;032;DISTILLATI;25,000;2;23,000;2021;42,30500;46,54500;28,20000
000000000245768;TEQUILA FORTALEZA REPOSADO 40° CL.70 ///;7502221969294;6;TEQUILA;032;DISTILLATI;4,000;2;2,000;2021;78,73500;86,61500;52,48800
000000000245801;VINO PASSERINA BAG IN BOX 10 LT DI RUSCIO;8059617330286;14;VINO BIANCO;009;VINI;27,000;2;25,000;2021;19,25500;21,18500;11,00000
000000000245856;VODKA KAUFFMAN SOFT 40° CL.70;4620006993906;7;VODKA;032;DISTILLATI;4,000;2;2,000;2021;41,89500;46,08500;27,92500
000000000245857;VODKA RUSSIAN STANDARD 40° CL.100 ///;4603400000203;7;VODKA;032;DISTILLATI;146,000;2;144,000;2021;12,81500;14,10500;9,63000
000000000245918;BIRRA TONGERLO BLOND LUX CL.33 HAACHT///;5410971025639;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;564,000;2;562,000;2021;1,78500;1,96500;1,01800
4919;RUM BARBANCOURT 3 STELLE 4Y CL.70 HAITI;0889016005803;8;RUM;032;DISTILLATI;6,000;2;4,000;2021;23,10500;25,42500;15,40000
4919;RUM BARBANCOURT 3 STELLE 4Y CL.70 HAITI;8901600580;8;RUM;032;DISTILLATI;6,000;2;4,000;2021;23,10500;25,42500;15,40000
5910;VODKA ARTIC LIQUIRIZIA LT.1 XXXXX///;8003760003061;7;VODKA;032;DISTILLATI;128,000;2;126,000;2021;9,06500;9,97500;6,80900
5916;VODKA ARTIC FRAGOLA LT.1 XXXXX///;8001110131716;7;VODKA;032;DISTILLATI;9,000;2;7,000;2021;9,06500;9,97500;6,80900
5938;VODKA ARTIC BIANCA LT. 1 XXXXX///;8003760009568;7;VODKA;032;DISTILLATI;332,000;2;330,000;2021;8,43500;9,28500;6,74500
5944;VODKA ARTIC MENTA VERDE LT.1///;8003760131382;7;VODKA;032;DISTILLATI;6,000;2;4,000;2021;9,06500;9,97500;6,80900
5949;ZEDDA PIRAS CL.70 ///;8003788001063;13;LIQUORI;010;AMARI E LIQUORI;6,000;2;4,000;2021;11,54500;12,70500;7,69500
6417;PUNT & MES LT.1 ///;8004400007142;13;LIQUORI;010;AMARI E LIQUORI;62,000;2;60,000;2021;9,32500;10,26500;6,21100
6417;PUNT & MES LT.1 ///;8004400007159;13;LIQUORI;010;AMARI E LIQUORI;62,000;2;60,000;2021;9,32500;10,26500;6,21100
6418;VERMOUTH CARPANO LT.1 ///;8004004007166;00114;VERMOUTH;013;APERITIVI;82,000;2;80,000;2021;7,81500;8,60500;5,87100
650;RUM MATUSALEM 15 Y.O. CL. 70;766094010058;8;RUM;032;DISTILLATI;13,000;2;11,000;2021;22,61500;24,88500;17,00000
7165;MARASCHINO SAN GIORGIO CL100 DE LUXE;8007225001807;13;LIQUORI;010;AMARI E LIQUORI;6,000;2;4,000;2021;6,50500;7,16500;4,34000
7219;CREOLA BELLINI  LT.2;8007525101108;13;LIQUORI;010;AMARI E LIQUORI;9,000;2;7,000;2021;13,62500;14,99500;10,23800
7228;GRAPPA BIANCA VENETA  CL.70;8007525104000;5;GRAPPA;032;DISTILLATI;13,000;2;11,000;2021;5,17500;5,69500;3,88600
7232;LIMONCINO BELLINI CL.70;8007525114108;13;LIQUORI;010;AMARI E LIQUORI;154,000;2;152,000;2021;4,57500;5,03500;3,43500
7236;LIMONCINO BELLINI LT.2;8007525113606;13;LIQUORI;010;AMARI E LIQUORI;159,000;2;157,000;2021;11,64500;12,81500;9,31400
7246;VINO BAROLO DOCG PODERI SCARRONE R.98 CL.75 TERREDAVINO;8007584000413;15;VINO ROSSO;009;VINI;4,000;2;2,000;2021;23,25000;23,25000;10,64000
7824;FERRARI MAXIMUM BRUT C/ASTUCCIO LT.1,50;8007355017211;00117;TRENTO DOC;033;BOLLICINE;6,000;0;6,000;2021;35,41500;38,96500;25,29200
7824;FERRARI MAXIMUM BRUT C/ASTUCCIO LT.1,50;80110071;00117;TRENTO DOC;033;BOLLICINE;6,000;0;6,000;2021;35,41500;38,96500;25,29200
8506;LIMONCELLO CAPRI LT.1 ///;8017450002111;13;LIQUORI;010;AMARI E LIQUORI;132,000;2;130,000;2021;11,78500;12,96500;8,86000
8508;VECCHIA ROMAGNA E.N. CL. 70 ///;8000060100247;13;LIQUORI;010;AMARI E LIQUORI;29,000;2;27,000;2021;11,66500;12,83500;8,76900
8534;LIQUORE STREGA Cl.70;80220718;13;LIQUORI;010;AMARI E LIQUORI;7,000;2;5,000;2021;12,10500;13,32500;9,10000
8833;GRAPPA PRIME UVE BIANCA CL.70 ///;8002394008190;5;GRAPPA;032;DISTILLATI;37,000;2;35,000;2021;19,95500;21,95500;15,00000
9245;GRAPPA ALEXANDER PINOT CL.70;8114528926231;5;GRAPPA;032;DISTILLATI;37,000;2;35,000;2021;14,50500;15,96500;10,90000
9437;BRANDY CARLOS I CL.75;8410024000542;12;BRANDY;032;DISTILLATI;10,000;2;8,000;2021;18,89500;20,79500;14,20000
9437;BRANDY CARLOS I CL.75;8410337070164;12;BRANDY;032;DISTILLATI;10,000;2;8,000;2021;18,89500;20,79500;14,20000
9439;FUNDADOR BRANDY CL.70;8410024001549;12;BRANDY;032;DISTILLATI;11,000;2;9,000;2021;10,82500;11,91500;8,13700
9457;BRANDY CARDENAL MENDOZA CL.70;8410161711011;12;BRANDY;032;DISTILLATI;8,000;2;6,000;2021;23,14500;25,46500;17,40000
9509;VINO ANTHILIA DOC 2020 CL.75 12.5° DONNA FUGATA ///;8000852000113;14;VINO BIANCO;009;VINI;20,000;2;18,000;2021;7,81500;8,60500;5,86900
9616;VINO SEDARA 2018 IGT CL.75 15° DONNA FUGATA;8978942123132;15;VINO ROSSO;009;VINI;10,000;2;8,000;2021;7,81500;8,60500;5,86900
000000000245920;BIRRA TONGERLO PRIOR CL.33 HAACHT ///;5410971025646;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;390,000;2;388,000;2021;2,18500;2,40500;1,24700
000000000245927;BIRRA SUPER 8 BLANCHE  CL.33 HAACHT ///;5410971026254;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;534,000;2;532,000;2021;1,37500;1,51500;0,78500
000000000245927;BIRRA SUPER 8 BLANCHE  CL.33 HAACHT ///;5410971131002;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;534,000;2;532,000;2021;1,37500;1,51500;0,78500
000000000246103;VINO PINOT GRIGIO RAMATO CL.75 14.5°  VALENTINO BUTUSSI ///;8033488581305;14;VINO BIANCO;009;VINI;1,000;2;-1,000;2021;8,54500;9,40500;4,88000
000000000246107;VINO CABERNET FRANC CL.75 VALENTINO BUTUSSI ///;8033488582005;15;VINO ROSSO;009;VINI;17,000;2;15,000;2021;9,10500;10,02500;5,20000
000000000246114;BUMBU RUM CL.70 35° ///;813497006116;8;RUM;032;DISTILLATI;34,000;2;32,000;2021;33,25500;36,58500;19,00000
000000000246129;WHISKY MACALLAN 15 Y TRIPLE CASK MATURED C.70 43°;5010314049300;9;WHISKY;032;DISTILLATI;0,000;0;0,000;2021;142,46500;156,71500;94,97000
000000000246133;CHAMPAGNE BILLECART-SALMON BRUT RESERVE CL.75 C/ASTUCCIO XXX;3113942150102;00116;CHAMPAGNE;033;BOLLICINE;0,000;0;0,000;2021;32,60500;35,87500;27,60000
000000000246169;AMARO AVERNA LT.3 ///;XXXXXX;10;AMARO;010;AMARI E LIQUORI;2,000;2;0,000;2021;83,62500;91,99500;55,74600
000000000246183;BELLAVISTA EXTRA BRUT MAGNUM 1,5 LT VITTORIO MORETTI ///;XXXXXX;00119;FRANCIACORTA;033;BOLLICINE;1,000;0;1,000;2021;210,00500;231,01500;140,00000
000000000246184;VINO BAROLO DOCG BRICCO PERNICE ROSSO 2012 CL.150 COGNO ///;XXXXXX;15;VINO ROSSO;009;VINI;1,000;0;1,000;2021;158,40500;174,25500;99,00000
000000000246227;CHAMPAGNE LAURENT PERRIER CUVEE' ROSE' CL.75 12° JACKET XXX;3258434150007;00116;CHAMPAGNE;033;BOLLICINE;24,000;0;24,000;2021;53,19500;58,52500;48,19500
000000000246296;VINO ROSSO CL.75 CANTINE RONCO;8011510005630;15;VINO ROSSO;009;VINI;141,000;2;139,000;2021;1,34500;1,48500;1,00600
000000000246310;GRAPPA BERTA ELISI CL.100 43° ///;8033028700111;5;GRAPPA;032;DISTILLATI;4,000;2;2,000;2021;45,89500;50,48500;30,59500
000000000246324;COGNAC HARDY NOCES D'ARGENT 70 CL 40° FRANCOLI;78976410913;00111;COGNAC;032;DISTILLATI;1,000;0;1,000;2021;178,65500;196,52500;119,10000
000000000246324;COGNAC HARDY NOCES D'ARGENT 70 CL 40° FRANCOLI;789764109135;00111;COGNAC;032;DISTILLATI;1,000;0;1,000;2021;178,65500;196,52500;119,10000
000000000246418;SAN LEONARDO GRAPPA VILLA GRESTI 2013;8032797772312;5;GRAPPA;032;DISTILLATI;3,000;0;3,000;2021;44,25500;48,68500;29,50000
000000000246422;CHAMPAGNE BOLLINGER ROSE' 12° CL.75 XXX;3052853078443;00116;CHAMPAGNE;033;BOLLICINE;-3,000;0;-3,000;2021;62,30500;68,54500;52,30000
000000000246485;VINO ROSSO BRUMAL CL.75 PITARS  13° ///;8032927224261;15;VINO ROSSO;009;VINI;20,000;2;18,000;2021;9,63500;10,60500;5,50000
000000000246560;VINO BIANCO BAG IN BOX 10 LT DI RUSCIO;8059617330323;14;VINO BIANCO;009;VINI;34,000;2;32,000;2021;17,50500;19,62500;10,00000
000000000246642;WHISKY ABERLOUR 16Y 40 LT. 0,70 ///;5000299298022;9;WHISKY;032;DISTILLATI;0,000;0;0,000;2021;42,39500;46,63500;28,26300
000000000246849;LIQUORE F.LLI VENA NOCINO 30° CL.70;XXXXXX;13;LIQUORI;010;AMARI E LIQUORI;3,000;2;1,000;2021;13,42500;14,77500;8,94800
000000000247000;BARBIERI BITTER LT.1 ///;8002230000043;3;APERITIVO ALCOLICO;013;APERITIVI;15,000;2;13,000;2021;8,50500;9,36500;6,38700
000000000247032;GIN NIKKA COFFEY 47° CL.70;3700597303269;11;GIN;032;DISTILLATI;2,000;2;0,000;2021;44,34500;48,78500;29,56000
000000000247060;GIN SABATINI CL.70;806802810942;11;GIN;032;DISTILLATI;11,000;2;9,000;2021;37,50500;41,26500;25,00000
000000000247066;GIN DEL PROFESSORE AUTH. CROCODILE CL.70;8011701090087;11;GIN;032;DISTILLATI;5,000;2;3,000;2021;30,79500;33,88500;20,52800
000000000247121;BIRRA LINDEMANS PECHERESSE CL.25 BREWRISE;5411223030043;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;22,000;2;20,000;2021;2,13500;2,35500;1,41700
000000000247186;VINO DOC FRAPPATO BELL'ASSAI 2019 DOC CL.75 14.5°  DONNA FUGATA;8000852006511;15;VINO ROSSO;009;VINI;5,000;2;3,000;2021;11,74500;12,92500;8,82700
000000000247189;VINO MOSCATO DI PANTELLERIA KABIR CL.375 11,5° DONNA FUGATA;8000852106372;19;VINO DESSERT/LIQUOROSI;009;VINI;13,000;2;11,000;2021;8,59500;9,46500;6,46000
000000000247190;VINO MOSCATO DI PANTELLERIA KABIR CL.75 11,5° DONNA FUGATA;8000852003374;19;VINO DESSERT/LIQUOROSI;009;VINI;9,000;2;7,000;2021;15,92500;17,52500;11,96700
000000000247213;VINO MOSCATO VAREJ CL.75 FONTANA FREDDA;8000174003090;00118;PROSECCO/SPUMANTE;033;BOLLICINE;11,000;2;9,000;2021;6,13500;6,75500;3,50000
000000000247285;BIRRA D.H.M. STRAFFE HENDRIK TRIPEL CL.33 BREWRISE;5425017240457;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;46,000;2;44,000;2021;2,75500;3,03500;1,83300
000000000247288;BIRRA FLYNG DUTCHMAN RASPBERRY DIPPING CHOCOLATE PORTER CL.33 TFD BREWRISE;6430060520547;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;40,000;2;38,000;2021;3,22500;3,55500;2,14600
000000000247298;GIN GRIFU PILLONI 43° CL.70;8005765968833;11;GIN;032;DISTILLATI;4,000;2;2,000;2021;29,73500;32,71500;19,82000
000000000247301;GIN PIGSKIN PINK 40° CL.70;8005765969656;11;GIN;032;DISTILLATI;6,000;2;4,000;2021;23,54500;25,90500;15,69200
000000000247302;VERMOUTH PILLONI BIANCO CL.75;8005765969519;00114;VERMOUTH;013;APERITIVI;5,000;2;3,000;2021;22,44500;24,69500;14,96100
000000000247303;VERMOUTH PILLONI ROSSO CL.75;8005765968871;00114;VERMOUTH;013;APERITIVI;1,000;2;-1,000;2021;24,47500;26,92500;16,31300
000000000247319;BIRRA LA TRAPPE QUADRUPPEL CL.33;8711406022207;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;0,000;2;-2,000;2021;2,39500;2,63500;1,59400
000000000247326;VINO VERDICCHIO JESI PODIUM DOC 2017 14° CL.75 GAROFOLI;8004375305144;14;VINO BIANCO;009;VINI;75,000;2;73,000;2021;10,47500;11,52500;7,87500
000000000247372;BIRRA MACHETE 7,6° CL.33 DUCATO;8033695261915;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;32,000;2;30,000;2021;3,11500;3,43500;1,77500
000000000247517;BITTER ROSSO ROUGE 25° LT.1;8055731570379;13;LIQUORI;010;AMARI E LIQUORI;2,000;2;0,000;2021;23,76500;26,14500;15,84000
000000000247576;RUM REAL MCCOY 12 Y CL.70 40°;852355004130;8;RUM;032;DISTILLATI;6,000;2;4,000;2021;46,71500;51,39500;31,14000
000000000247701;VINO CORVINA VERONESE LA POJA CL.75 C/ASTUCCIO ALLEGRINI;8015822000215;15;VINO ROSSO;009;VINI;1,000;0;1,000;2021;82,50500;90,76500;55,00000
000000000247747;BIRRA BEERSEL MORNING CL.33 DUCATO;8033695263995;18;BIRRA SPECIALE/ARTIGIANALE;014;BIRRE;11,000;0;11,000;2021;4,10500;4,52500;2,34500
000000000247760;VINO DIOMEDE IGP VERMENTINO PUGLIA 13° CL.75 COPPADORO;8054392880025;14;VINO BIANCO;009;VINI;41,000;2;39,000;2021;5,78500;6,36500;3,30000
000000000247767;VINO FUJENTE BIANCO SPUMANTE METODO CHARMAT 12° CL.75 COPPADORO;8054392880568;00118;PROSECCO/SPUMANTE;033;BOLLICINE;4,000;2;2,000;2021;5,60500;6,17500;3,20000
